channel_id,day,advertiser_id,impressions,verified_visits,verified_visit_conversions,verified_visit_total_order_value,total_spend,name
3,2017-07-09,12586,182201,102,1,34.99,911.005,"Desktop Prospecting"
6,2017-07-09,12586,36983,69,4,197.95,216.036,"Mobile Web Retargeting"
1,2017-07-09,12590,10926,9,0,0,54.63,"Desktop Retargeting"
1,2017-07-09,12591,10978,23,2,389.85,38.0539,"Desktop Retargeting"
1,2017-07-09,12592,136177,166,8,892.5,693.8667,"Desktop Retargeting"
6,2017-07-09,12592,29370,59,1,83.99,141.9583,"Mobile Web Retargeting"
1,2017-07-09,12593,11608,25,1,31.5,53.9948,"Desktop Retargeting"
6,2017-07-09,12593,1047,3,0,0,4.2104,"Mobile Web Retargeting"
1,2017-07-09,12594,19463,25,1,53.4,86.9393,"Desktop Retargeting"
1,2017-07-09,12596,8580,38,0,0,45.6347,"Desktop Retargeting"
1,2017-07-09,12597,71034,26,1,700,309.714,"Desktop Retargeting"
5,2017-07-09,11738,24522,32,0,0,96.6001,"Facebook Retargeting"
7,2017-07-09,11738,9424,12,0,0,33.8942,"Facebook Prospecting"
5,2017-07-09,11856,9800,18,1,24.5,25.8,"Facebook Retargeting"
5,2017-07-09,11885,115964,105,4,0,387.7528,"Facebook Retargeting"
7,2017-07-09,11891,7714,5,2,97.07,115.0706,"Facebook Prospecting"
8,2017-07-09,11891,430,0,0,0,6.0589,"Instagram Prospecting"
5,2017-07-09,11926,10901,12,1,200,13.2353,"Facebook Retargeting"
1,2017-07-09,18192,4593,15,2,65.46,55.116,"Desktop Retargeting"
6,2017-07-09,18192,8125,13,0,0,87.796,"Mobile Web Retargeting"
1,2017-07-09,18313,13514,20,0,0,82.449,"Desktop Retargeting"
1,2017-07-09,18351,16263,28,1,352.25,81.315,"Desktop Retargeting"
1,2017-07-09,18395,23235,38,4,309.75,278.82,"Desktop Retargeting"
6,2017-07-09,18395,17208,34,3,218.5,206.496,"Mobile Web Retargeting"
1,2017-07-09,18961,2750,6,0,0,16.681,"Desktop Retargeting"
1,2017-07-09,19036,41,1,0,0,0.2059,"Desktop Retargeting"
1,2017-07-09,19277,23516,26,0,0,65.4321,"Desktop Retargeting"
6,2017-07-09,19277,389,1,0,0,0.4882,"Mobile Web Retargeting"
1,2017-07-09,19287,12634,10,0,0,101.072,"Desktop Retargeting"
6,2017-07-09,19287,12232,11,0,0,97.856,"Mobile Web Retargeting"
1,2017-07-09,19382,12312,13,0,0,123.12,"Desktop Retargeting"
1,2017-07-09,19422,4,0,0,0,0.04,"Desktop Retargeting"
1,2017-07-09,19430,9692,9,1,589,96.92,"Desktop Retargeting"
1,2017-07-09,19432,21887,38,0,0,109.435,"Desktop Retargeting"
6,2017-07-09,19432,5713,8,0,0,28.565,"Mobile Web Retargeting"
1,2017-07-09,19433,9693,10,0,0,48.465,"Desktop Retargeting"
6,2017-07-09,19433,3381,7,0,0,16.905,"Mobile Web Retargeting"
1,2017-07-09,19436,11395,13,2,169.7,113.1979,"Desktop Retargeting"
1,2017-09-18,12517,734,18,0,0,3.1318,"Desktop Retargeting"
1,2017-07-09,11592,7126,29,2,251,42.756,"Desktop Retargeting"
3,2017-07-09,11592,73988,68,0,0,443.928,"Desktop Prospecting"
1,2017-07-09,11602,8526,18,0,0,55.419,"Desktop Retargeting"
1,2017-07-09,11605,12442,33,0,0,68.431,"Desktop Retargeting"
6,2017-07-09,11605,7392,17,0,0,40.656,"Mobile Web Retargeting"
1,2017-07-09,11618,8832,3,0,0,75.454,"Desktop Retargeting"
1,2017-07-09,11630,176804,78,0,0,1362.742,"Desktop Retargeting"
3,2017-07-09,11630,205988,72,0,0,720.958,"Desktop Prospecting"
1,2017-07-09,11636,10317,7,0,0,52.684,"Desktop Retargeting"
6,2017-07-09,11636,4496,2,0,0,22.48,"Mobile Web Retargeting"
1,2017-07-09,11649,40586,134,7,1062.45,234.1847,"Desktop Retargeting"
6,2017-07-09,11649,12785,13,2,96.9,76.7559,"Mobile Web Retargeting"
1,2017-07-09,11653,58447,33,0,0,204.5645,"Desktop Retargeting"
3,2017-07-09,11653,118094,59,0,0,354.282,"Desktop Prospecting"
1,2017-07-09,11663,120038,125,3,50.97,420.133,"Desktop Retargeting"
1,2017-07-09,11686,23321,15,0,0,106.3038,"Desktop Retargeting"
6,2017-07-09,11686,25828,9,1,14.99,109.0027,"Mobile Web Retargeting"
1,2017-07-09,11695,10998,45,1,649,65.988,"Desktop Retargeting"
1,2017-07-09,11717,20017,13,2,19.95,85.0745,"Desktop Retargeting"
1,2017-07-09,9989,243362,124,3,119.7,1202.447,"Desktop Retargeting"
6,2017-07-09,9989,70473,107,1,0,431.5312,"Mobile Web Retargeting"
1,2017-07-09,10001,6890,25,1,57.87,25.199,"Desktop Retargeting"
6,2017-07-09,10001,1583,7,0,0,8.0705,"Mobile Web Retargeting"
1,2017-07-09,10046,5110,7,0,0,20.44,"Desktop Retargeting"
3,2017-07-09,10046,526098,309,3,527.66,2028.1361,"Desktop Prospecting"
6,2017-07-09,10046,6614,6,0,0,26.456,"Mobile Web Retargeting"
1,2017-07-09,10047,3119,2,0,0,12.476,"Desktop Retargeting"
3,2017-07-09,10047,167566,94,0,0,633.2253,"Desktop Prospecting"
6,2017-07-09,10047,3813,3,0,0,15.252,"Mobile Web Retargeting"
1,2017-07-09,10051,10878,5,0,0,43.512,"Desktop Retargeting"
1,2017-07-09,10104,850236,379,32,3415.87,2759.7885,"Desktop Retargeting"
6,2017-07-09,10104,187486,184,0,0,589.8693,"Mobile Web Retargeting"
1,2017-07-09,10129,37926,462,2,100,303.408,"Desktop Retargeting"
3,2017-07-09,10129,7349,7,0,0,58.792,"Desktop Prospecting"
1,2017-07-09,10136,16182,11,0,0,80.91,"Desktop Retargeting"
1,2017-07-09,10168,254217,374,13,661.66,2239.2896,"Desktop Retargeting"
1,2017-07-09,10170,102797,95,4,160.17,1130.7705,"Desktop Retargeting"
1,2017-07-09,10171,4616,10,1,11.59,37.1805,"Desktop Retargeting"
7,2017-08-13,20729,36851,335,0,0,298.6152,"Facebook Prospecting"
6,2017-07-09,12069,16634,32,0,0,103.0347,"Mobile Web Retargeting"
1,2017-07-09,12077,1927,1,0,0,15.416,"Desktop Retargeting"
1,2017-07-09,12078,19875,21,1,99,119.25,"Desktop Retargeting"
6,2017-07-09,12078,3290,4,0,0,19.74,"Mobile Web Retargeting"
1,2017-07-09,12082,10670,25,0,0,60.5795,"Desktop Retargeting"
6,2017-07-09,12082,4311,8,0,0,12.5495,"Mobile Web Retargeting"
1,2017-07-09,12097,180173,228,10,559,1171.1245,"Desktop Retargeting"
3,2017-07-09,12097,124266,135,6,404,807.729,"Desktop Prospecting"
6,2017-07-09,12097,36446,51,0,0,236.899,"Mobile Web Retargeting"
1,2017-07-09,12098,3730,13,0,0,11.19,"Desktop Retargeting"
1,2017-07-09,12101,1214,14,0,0,13.4377,"Desktop Retargeting"
1,2017-07-09,12102,1642,3,0,0,13.167,"Desktop Retargeting"
1,2017-07-09,12103,86704,87,2,85.65,762.0565,"Desktop Retargeting"
1,2017-07-09,12104,40852,50,7,248.17,361.1935,"Desktop Retargeting"
1,2017-07-09,12105,6487,10,0,0,58.799,"Desktop Retargeting"
1,2017-07-09,12106,17368,28,0,0,156.6321,"Desktop Retargeting"
1,2017-07-09,12107,4447,18,0,0,35.6485,"Desktop Retargeting"
1,2017-07-09,12108,2524,19,0,0,22.295,"Desktop Retargeting"
1,2017-07-09,12109,15289,48,0,0,134.4571,"Desktop Retargeting"
1,2017-07-09,12110,2709,20,0,0,23.6734,"Desktop Retargeting"
1,2017-07-09,19808,145333,323,58,4229.34,828.3959,"Desktop Retargeting"
6,2017-07-09,19808,63916,127,27,1826.58,388.3278,"Mobile Web Retargeting"
1,2017-07-09,19809,57864,158,15,1084.61,342.1502,"Desktop Retargeting"
6,2017-07-09,19809,12625,27,1,17.58,63.8675,"Mobile Web Retargeting"
1,2017-07-09,19811,8528,35,4,345.94,52.268,"Desktop Retargeting"
6,2017-07-09,19811,8056,16,2,138.55,44.9257,"Mobile Web Retargeting"
3,2017-07-09,19813,43840,41,10,556.5,350.72,"Desktop Prospecting"
1,2017-07-09,19821,12782,23,3,0,102.256,"Desktop Retargeting"
6,2017-07-09,19821,3893,17,3,0,31.144,"Mobile Web Retargeting"
1,2017-07-09,19831,2264,6,0,0,22.64,"Desktop Retargeting"
6,2017-07-09,19831,7347,19,0,0,73.47,"Mobile Web Retargeting"
1,2017-07-09,19840,2088,4,0,0,16.704,"Desktop Retargeting"
3,2017-07-09,19889,177279,41,0,0,1127.0218,"Desktop Prospecting"
1,2017-07-09,19892,35618,62,0,0,223.7605,"Desktop Retargeting"
6,2017-07-09,19892,5237,6,0,0,34.889,"Mobile Web Retargeting"
1,2017-07-09,19899,2672,7,0,0,32.064,"Desktop Retargeting"
1,2017-07-09,19932,10251,26,3,184.54,75.444,"Desktop Retargeting"
5,2017-07-09,20002,80216,125,7,251,99.7649,"Facebook Retargeting"
3,2017-08-13,11738,62939,36,0,0,314.695,"Desktop Prospecting"
1,2017-07-09,12598,82011,88,4,247,346.2015,"Desktop Retargeting"
3,2017-07-09,12598,500250,257,6,327.4,1900.6725,"Desktop Prospecting"
6,2017-07-09,12598,23119,33,1,75.6,99.4903,"Mobile Web Retargeting"
1,2017-07-09,12599,3286,28,0,0,16.9443,"Desktop Retargeting"
6,2017-07-09,12599,1344,3,0,0,4.9263,"Mobile Web Retargeting"
1,2017-07-09,12600,1206,4,0,0,3.9607,"Desktop Retargeting"
1,2017-07-09,12601,45474,48,10,606.2,212.2328,"Desktop Retargeting"
6,2017-07-09,12601,9440,18,1,179.84,45.0491,"Mobile Web Retargeting"
1,2017-07-09,12602,260,7,0,0,0.782,"Desktop Retargeting"
1,2017-07-09,12603,72353,107,3,243.44,360.0989,"Desktop Retargeting"
6,2017-07-09,12603,16570,44,1,64.99,81.003,"Mobile Web Retargeting"
1,2017-07-09,12604,248,12,0,0,0.75,"Desktop Retargeting"
1,2017-07-09,12605,253,5,0,0,0.821,"Desktop Retargeting"
1,2017-07-09,12606,30966,61,1,130,138.2037,"Desktop Retargeting"
3,2017-07-09,12606,17503,14,0,0,102.6119,"Desktop Prospecting"
6,2017-07-09,12606,17792,25,0,0,79.7778,"Mobile Web Retargeting"
1,2017-07-09,12607,204429,280,11,1204.56,1034.1753,"Desktop Retargeting"
3,2017-07-09,12607,54366,34,0,0,341.2102,"Desktop Prospecting"
6,2017-07-09,12607,46792,92,1,125.92,219.0709,"Mobile Web Retargeting"
1,2017-07-09,13073,30311,10,1,108,90.933,"Desktop Retargeting"
1,2017-07-09,13077,645,1,0,0,5.805,"Desktop Retargeting"
1,2017-07-09,13092,20273,14,0,0,111.5015,"Desktop Retargeting"
1,2017-07-09,13097,9164,8,0,0,42.9765,"Desktop Retargeting"
1,2017-07-09,13116,19558,19,3,302.5,127.127,"Desktop Retargeting"
1,2017-07-09,13121,32132,13,0,0,76.728,"Desktop Retargeting"
1,2017-07-09,13134,17482,14,0,0,69.928,"Desktop Retargeting"
6,2017-07-09,13134,9550,7,0,0,38.2,"Mobile Web Retargeting"
1,2017-07-09,13158,1014,11,0,0,4.406,"Desktop Retargeting"
1,2017-07-09,13165,9874,16,0,0,44.704,"Desktop Retargeting"
6,2017-07-09,13165,12702,28,1,70,55.53,"Mobile Web Retargeting"
1,2017-07-09,13173,39218,63,3,148.8,235.308,"Desktop Retargeting"
1,2017-07-09,13179,411,3,0,0,2.922,"Desktop Retargeting"
1,2017-07-09,13180,22467,15,0,0,101.1015,"Desktop Retargeting"
6,2017-07-09,13180,63160,65,1,42.99,221.06,"Mobile Web Retargeting"
1,2017-07-09,13227,47021,134,0,0,47.021,"Desktop Retargeting"
1,2017-07-09,13236,22003,37,0,0,110.015,"Desktop Retargeting"
1,2017-07-09,13238,488,7,0,0,2.44,"Desktop Retargeting"
1,2017-07-09,13249,32720,105,25,6475.89,261.76,"Desktop Retargeting"
1,2017-07-09,13270,6059,25,2,129.98,28.8855,"Desktop Retargeting"
5,2017-07-09,13236,22679,25,0,0,46.7527,"Facebook Retargeting"
5,2017-07-09,13238,3038,5,0,0,24.5999,"Facebook Retargeting"
5,2017-07-09,13312,23028,20,0,0,15,"Facebook Retargeting"
7,2017-07-09,13312,106143,263,16,922.26,689.8353,"Facebook Prospecting"
5,2017-07-09,13372,19427,44,0,0,51.8346,"Facebook Retargeting"
5,2017-07-09,13945,12770,12,0,0,34.2004,"Facebook Retargeting"
5,2017-07-09,14153,91678,75,4,1585.73,146.2588,"Facebook Retargeting"
5,2017-07-09,14265,17524,35,0,0,14.3884,"Facebook Retargeting"
5,2017-07-09,15189,42407,144,0,0,190.7178,"Facebook Retargeting"
7,2017-07-09,15189,94986,64,0,0,422.3879,"Facebook Prospecting"
8,2017-07-09,15189,6072,70,0,0,85.1294,"Instagram Prospecting"
5,2017-07-09,15663,6175,26,0,0,9.447,"Facebook Retargeting"
5,2017-07-09,15710,3966,2,0,0,2.8707,"Facebook Retargeting"
5,2017-07-09,12540,53222,90,0,0,48.4707,"Facebook Retargeting"
5,2017-07-09,12586,84198,2465,47,3171.06,1189.259,"Facebook Retargeting"
7,2017-07-09,12586,340804,419,3,212.8,2302.4469,"Facebook Prospecting"
5,2017-07-09,9218,3597,17,0,0,2.7766,"Facebook Retargeting"
5,2017-07-09,9300,1229976,4916,119,406012.35,323.4824,"Facebook Retargeting"
7,2017-07-09,9300,208001,248,9,1484.52,328.1411,"Facebook Prospecting"
5,2017-07-09,9656,17120,30,0,0,84.9704,"Facebook Retargeting"
5,2017-07-09,9698,77306,290,4,616,718.3157,"Facebook Retargeting"
7,2017-07-09,9698,81027,35,0,0,295.7505,"Facebook Prospecting"
5,2017-07-09,10046,291219,359,4,426,552.8001,"Facebook Retargeting"
5,2017-07-09,10047,57353,58,0,0,126.3529,"Facebook Retargeting"
5,2017-07-09,11949,11308,16,1,299.99,54.1954,"Facebook Retargeting"
5,2017-07-09,11964,251979,1915,11,3833.08,190.7881,"Facebook Retargeting"
5,2017-07-09,11995,5601,5,0,0,28.3516,"Facebook Retargeting"
5,2017-07-09,12097,685,3,7,627.9,2.2353,"Facebook Retargeting"
7,2017-07-09,12097,13553,40,2,197,252.1648,"Facebook Prospecting"
5,2017-07-09,12102,4169,4,0,0,15.0116,"Facebook Retargeting"
5,2017-07-09,12103,38100,16,0,0,123.5881,"Facebook Retargeting"
5,2017-07-09,12104,94743,39,0,0,249.1885,"Facebook Retargeting"
6,2017-07-09,19436,9728,24,0,0,70.0433,"Mobile Web Retargeting"
1,2017-07-09,19441,51233,411,123,28893.47,409.864,"Desktop Retargeting"
3,2017-07-09,19441,22312,7,0,0,178.496,"Desktop Prospecting"
6,2017-07-09,19441,13022,60,2,113.48,104.176,"Mobile Web Retargeting"
1,2017-07-09,19463,3391,5,1,49.8,40.692,"Desktop Retargeting"
6,2017-07-09,19463,3750,4,0,0,45,"Mobile Web Retargeting"
1,2017-07-09,19477,167525,342,22,10753.53,2010.3,"Desktop Retargeting"
6,2017-07-09,19477,49169,84,2,1762.31,590.028,"Mobile Web Retargeting"
1,2017-07-09,19483,5456,8,0,0,52.597,"Desktop Retargeting"
1,2017-07-09,19505,19,2,0,0,0.095,"Desktop Retargeting"
6,2017-07-09,19505,7876,11,0,0,39.38,"Mobile Web Retargeting"
1,2017-07-09,19523,99261,232,5,1460.38,529.1071,"Desktop Retargeting"
6,2017-07-09,19523,17085,62,0,0,86.3038,"Mobile Web Retargeting"
1,2017-07-09,19524,13642,4,4,120,136.42,"Desktop Retargeting"
6,2017-07-09,19524,2287,4,0,0,22.87,"Mobile Web Retargeting"
1,2017-07-09,19525,1237,9,0,0,8.5464,"Desktop Retargeting"
6,2017-07-09,19525,3536,24,0,0,22.6013,"Mobile Web Retargeting"
6,2017-07-09,11717,10102,16,0,0,42.9362,"Mobile Web Retargeting"
1,2017-07-09,11723,69929,54,3,49,559.432,"Desktop Retargeting"
1,2017-07-09,11735,95591,35,0,0,197.7589,"Desktop Retargeting"
6,2017-07-09,11735,18940,29,0,0,76.1152,"Mobile Web Retargeting"
1,2017-07-09,11738,189954,166,3,0,949.77,"Desktop Retargeting"
3,2017-07-09,11738,70043,36,0,0,350.215,"Desktop Prospecting"
1,2017-07-09,11740,25557,35,0,0,104.8605,"Desktop Retargeting"
6,2017-07-09,11740,1913,6,0,0,9.565,"Mobile Web Retargeting"
1,2017-07-09,11748,1771,13,1,500.25,4.8597,"Desktop Retargeting"
1,2017-07-09,11806,46294,52,2,641.12,206.188,"Desktop Retargeting"
1,2017-07-09,11807,88452,131,16,4060.8,370.776,"Desktop Retargeting"
1,2017-07-09,11828,15149,125,13,699.77,64.263,"Desktop Retargeting"
1,2017-07-09,11846,54276,36,3,179160,162.828,"Desktop Retargeting"
6,2017-07-09,11846,3556,18,0,0,10.668,"Mobile Web Retargeting"
1,2017-07-09,11850,597096,857,33,3166.58,3582.576,"Desktop Retargeting"
6,2017-07-09,11850,221088,217,6,654.14,1326.528,"Mobile Web Retargeting"
6,2017-07-09,19932,2765,7,1,0,22.12,"Mobile Web Retargeting"
1,2017-07-09,20002,14495,22,4,156,127.108,"Desktop Retargeting"
6,2017-07-09,20002,13606,14,0,0,108.848,"Mobile Web Retargeting"
1,2017-07-09,20010,13802,17,0,0,60.5009,"Desktop Retargeting"
6,2017-07-09,20010,3390,4,0,0,15.2513,"Mobile Web Retargeting"
1,2017-07-09,20058,6669,5,0,0,66.69,"Desktop Retargeting"
6,2017-07-09,20058,6633,7,0,0,66.33,"Mobile Web Retargeting"
1,2017-07-09,20125,1648,0,0,0,16.48,"Desktop Retargeting"
6,2017-07-09,20125,1858,4,0,0,18.58,"Mobile Web Retargeting"
1,2017-07-09,12112,1831,2,0,0,14.6925,"Desktop Retargeting"
1,2017-07-09,12113,6497,21,0,0,58.5822,"Desktop Retargeting"
1,2017-07-09,12116,74680,38,2,170.91,666.7345,"Desktop Retargeting"
1,2017-07-09,12117,6618,17,0,0,59.562,"Desktop Retargeting"
1,2017-07-09,12120,1248,21,0,0,10.9971,"Desktop Retargeting"
1,2017-07-09,12121,183,7,0,0,1.6826,"Desktop Retargeting"
1,2017-07-09,12123,859,10,0,0,6.8792,"Desktop Retargeting"
1,2017-07-09,12124,680,2,1,12,5.9658,"Desktop Retargeting"
1,2017-07-09,12125,6207,13,1,40,55.9619,"Desktop Retargeting"
1,2017-07-09,12127,4457,23,0,0,39.2562,"Desktop Retargeting"
1,2017-07-09,12128,40,0,0,0,0.247,"Desktop Retargeting"
6,2017-07-09,12128,14924,11,0,0,29.2128,"Mobile Web Retargeting"
1,2017-07-09,12131,29583,55,0,0,192.2895,"Desktop Retargeting"
1,2017-07-09,12134,21225,22,2,35.4,153.48,"Desktop Retargeting"
6,2017-07-09,12134,2316,7,0,0,23.16,"Mobile Web Retargeting"
1,2017-07-09,12137,42501,20,2,110.35,151.4025,"Desktop Retargeting"
6,2017-07-09,12137,6002,7,0,0,18.006,"Mobile Web Retargeting"
1,2017-07-09,12145,32881,26,0,0,213.7265,"Desktop Retargeting"
1,2017-07-09,12161,24467,26,2,327.59,107.997,"Desktop Retargeting"
1,2017-07-09,12171,3477,10,1,2700,22.6005,"Desktop Retargeting"
5,2017-07-09,20232,32600,86,1,9.95,140.0942,"Facebook Retargeting"
7,2017-07-09,20232,2416,16,1,19.95,36.6706,"Facebook Prospecting"
5,2017-07-09,20320,9577,21,1,243,29.9529,"Facebook Retargeting"
5,2017-07-09,20336,22913,50,2,183.23,159.9764,"Facebook Retargeting"
1,2017-07-09,10172,2380,9,3,193.9,19.2975,"Desktop Retargeting"
1,2017-07-09,10173,10095,32,0,0,91.1153,"Desktop Retargeting"
1,2017-07-09,10174,31426,46,0,0,283.178,"Desktop Retargeting"
1,2017-07-09,10178,75551,198,4,1160.68,528.857,"Desktop Retargeting"
1,2017-07-09,10324,19204,13,1,30.9,88.075,"Desktop Retargeting"
1,2017-07-09,10343,13943,18,1,40.59,126.287,"Desktop Retargeting"
1,2017-07-09,10460,8099,10,3,185,72.891,"Desktop Retargeting"
6,2017-07-09,10460,1982,9,0,0,17.838,"Mobile Web Retargeting"
1,2017-07-09,10469,28981,16,0,0,86.943,"Desktop Retargeting"
